,Date,State,Average_Job_Created,Latitude,Longitude
1026,2012-11,FLORIDA,7544,27.766278999999997,-81.68678299999999
1027,2012-12,FLORIDA,7569,27.766278999999997,-81.68678299999999
1028,2013-01,FLORIDA,7446,27.766278999999997,-81.68678299999999
1029,2013-02,FLORIDA,7523,27.766278999999997,-81.68678299999999
1030,2013-03,FLORIDA,7577,27.766278999999997,-81.68678299999999
1031,2013-04,FLORIDA,7587,27.766278999999997,-81.68678299999999
1032,2013-05,FLORIDA,7589,27.766278999999997,-81.68678299999999
1033,2013-06,FLORIDA,7497,27.766278999999997,-81.68678299999999
1034,2013-07,FLORIDA,7461,27.766278999999997,-81.68678299999999
1035,2013-08,FLORIDA,7569,27.766278999999997,-81.68678299999999
1036,2013-09,FLORIDA,7582,27.766278999999997,-81.68678299999999
1037,2013-10,FLORIDA,7650,27.766278999999997,-81.68678299999999
1038,2013-11,FLORIDA,7754,27.766278999999997,-81.68678299999999
1039,2013-12,FLORIDA,7785,27.766278999999997,-81.68678299999999
1040,2014-01,FLORIDA,7665,27.766278999999997,-81.68678299999999
1041,2014-02,FLORIDA,7738,27.766278999999997,-81.68678299999999
1042,2014-03,FLORIDA,7794,27.766278999999997,-81.68678299999999
1043,2014-04,FLORIDA,7824,27.766278999999997,-81.68678299999999
1044,2014-05,FLORIDA,7830,27.766278999999997,-81.68678299999999
1045,2014-06,FLORIDA,7731,27.766278999999997,-81.68678299999999
1046,2014-07,FLORIDA,7702,27.766278999999997,-81.68678299999999
1047,2014-08,FLORIDA,7814,27.766278999999997,-81.68678299999999
1048,2014-09,FLORIDA,7833,27.766278999999997,-81.68678299999999
1049,2014-10,FLORIDA,7921,27.766278999999997,-81.68678299999999
1050,2014-11,FLORIDA,8017,27.766278999999997,-81.68678299999999
1051,2014-12,FLORIDA,8060,27.766278999999997,-81.68678299999999
1052,2015-01,FLORIDA,7943,27.766278999999997,-81.68678299999999
1053,2015-02,FLORIDA,8016,27.766278999999997,-81.68678299999999
1054,2015-03,FLORIDA,8068,27.766278999999997,-81.68678299999999
1055,2015-04,FLORIDA,8094,27.766278999999997,-81.68678299999999
1056,2015-05,FLORIDA,8100,27.766278999999997,-81.68678299999999
1057,2015-06,FLORIDA,8008,27.766278999999997,-81.68678299999999
1058,2015-07,FLORIDA,7987,27.766278999999997,-81.68678299999999
1059,2015-08,FLORIDA,8092,27.766278999999997,-81.68678299999999
1060,2015-09,FLORIDA,8109,27.766278999999997,-81.68678299999999
1061,2015-10,FLORIDA,8224,27.766278999999997,-81.68678299999999
1062,2015-11,FLORIDA,8321,27.766278999999997,-81.68678299999999
1063,2015-12,FLORIDA,8362,27.766278999999997,-81.68678299999999
1064,2016-01,FLORIDA,8238,27.766278999999997,-81.68678299999999
1065,2016-02,FLORIDA,8315,27.766278999999997,-81.68678299999999
1066,2016-03,FLORIDA,8360,27.766278999999997,-81.68678299999999
1067,2016-04,FLORIDA,8397,27.766278999999997,-81.68678299999999
1068,2016-05,FLORIDA,8386,27.766278999999997,-81.68678299999999
1069,2016-06,FLORIDA,8274,27.766278999999997,-81.68678299999999
1070,2016-07,FLORIDA,8275,27.766278999999997,-81.68678299999999
1071,2016-08,FLORIDA,8371,27.766278999999997,-81.68678299999999
1072,2016-09,FLORIDA,8408,27.766278999999997,-81.68678299999999
1073,2016-10,FLORIDA,8467,27.766278999999997,-81.68678299999999
1074,2016-11,FLORIDA,8567,27.766278999999997,-81.68678299999999
1075,2016-12,FLORIDA,8596,27.766278999999997,-81.68678299999999
1076,2017-01,FLORIDA,8488,27.766278999999997,-81.68678299999999
1077,2017-02,FLORIDA,8550,27.766278999999997,-81.68678299999999
1078,2017-03,FLORIDA,8590,27.766278999999997,-81.68678299999999
1079,2017-04,FLORIDA,8593,27.766278999999997,-81.68678299999999
1080,2017-05,FLORIDA,8594,27.766278999999997,-81.68678299999999
1081,2017-06,FLORIDA,8492,27.766278999999997,-81.68678299999999
1082,2017-07,FLORIDA,8455,27.766278999999997,-81.68678299999999
1083,2017-08,FLORIDA,8549,27.766278999999997,-81.68678299999999
1084,2017-09,FLORIDA,8390,27.766278999999997,-81.68678299999999
1085,2017-10,FLORIDA,8638,27.766278999999997,-81.68678299999999
1086,2017-11,FLORIDA,8747,27.766278999999997,-81.68678299999999
1087,2017-12,FLORIDA,8778,27.766278999999997,-81.68678299999999
1088,2018-01,FLORIDA,8655,27.766278999999997,-81.68678299999999
1089,2008-01,GEORGIA,4131,33.040619,-83.643074
1090,2008-02,GEORGIA,4150,33.040619,-83.643074
1091,2008-03,GEORGIA,4151,33.040619,-83.643074
1092,2008-04,GEORGIA,4157,33.040619,-83.643074
1093,2008-05,GEORGIA,4168,33.040619,-83.643074
1094,2008-06,GEORGIA,4140,33.040619,-83.643074
1095,2008-07,GEORGIA,4100,33.040619,-83.643074
1096,2008-08,GEORGIA,4127,33.040619,-83.643074
1097,2008-09,GEORGIA,4103,33.040619,-83.643074
1098,2008-10,GEORGIA,4094,33.040619,-83.643074
1099,2008-11,GEORGIA,4081,33.040619,-83.643074
1100,2008-12,GEORGIA,4058,33.040619,-83.643074
1101,2009-01,GEORGIA,3953,33.040619,-83.643074
1102,2009-02,GEORGIA,3943,33.040619,-83.643074
1103,2009-03,GEORGIA,3929,33.040619,-83.643074
1104,2009-04,GEORGIA,3931,33.040619,-83.643074
1105,2009-05,GEORGIA,3930,33.040619,-83.643074
1106,2009-06,GEORGIA,3898,33.040619,-83.643074
1107,2009-07,GEORGIA,3858,33.040619,-83.643074
1108,2009-08,GEORGIA,3870,33.040619,-83.643074
1109,2009-09,GEORGIA,3860,33.040619,-83.643074
1110,2009-10,GEORGIA,3868,33.040619,-83.643074
1111,2009-11,GEORGIA,3881,33.040619,-83.643074
1112,2009-12,GEORGIA,3872,33.040619,-83.643074
1113,2010-01,GEORGIA,3794,33.040619,-83.643074
1114,2010-02,GEORGIA,3807,33.040619,-83.643074
1115,2010-03,GEORGIA,3827,33.040619,-83.643074
1116,2010-04,GEORGIA,3859,33.040619,-83.643074
1117,2010-05,GEORGIA,3891,33.040619,-83.643074
1118,2010-06,GEORGIA,3866,33.040619,-83.643074
1119,2010-07,GEORGIA,3852,33.040619,-83.643074
1120,2010-08,GEORGIA,3868,33.040619,-83.643074
1121,2010-09,GEORGIA,3859,33.040619,-83.643074
1122,2010-10,GEORGIA,3892,33.040619,-83.643074
1123,2010-11,GEORGIA,3905,33.040619,-83.643074
1124,2010-12,GEORGIA,3896,33.040619,-83.643074
1125,2011-01,GEORGIA,3804,33.040619,-83.643074
1126,2011-02,GEORGIA,3855,33.040619,-83.643074
1127,2011-03,GEORGIA,3876,33.040619,-83.643074
1128,2011-04,GEORGIA,3916,33.040619,-83.643074
1129,2011-05,GEORGIA,3926,33.040619,-83.643074
1130,2011-06,GEORGIA,3904,33.040619,-83.643074
1131,2011-07,GEORGIA,3885,33.040619,-83.643074
1132,2011-08,GEORGIA,3910,33.040619,-83.643074
1133,2011-09,GEORGIA,3909,33.040619,-83.643074
1134,2011-10,GEORGIA,3929,33.040619,-83.643074
1135,2011-11,GEORGIA,3948,33.040619,-83.643074
1136,2011-12,GEORGIA,3935,33.040619,-83.643074
1137,2012-01,GEORGIA,3876,33.040619,-83.643074
1138,2012-02,GEORGIA,3897,33.040619,-83.643074
1139,2012-03,GEORGIA,3921,33.040619,-83.643074
1140,2012-04,GEORGIA,3954,33.040619,-83.643074
1141,2012-05,GEORGIA,3971,33.040619,-83.643074
1142,2012-06,GEORGIA,3957,33.040619,-83.643074
1143,2012-07,GEORGIA,3926,33.040619,-83.643074
1144,2012-08,GEORGIA,3961,33.040619,-83.643074
1145,2012-09,GEORGIA,3954,33.040619,-83.643074
1146,2012-10,GEORGIA,3991,33.040619,-83.643074
1147,2012-11,GEORGIA,4022,33.040619,-83.643074
1148,2012-12,GEORGIA,4009,33.040619,-83.643074
1149,2013-01,GEORGIA,3949,33.040619,-83.643074
1150,2013-02,GEORGIA,3977,33.040619,-83.643074
1151,2013-03,GEORGIA,3992,33.040619,-83.643074
1152,2013-04,GEORGIA,4026,33.040619,-83.643074
1153,2013-05,GEORGIA,4039,33.040619,-83.643074
1154,2013-06,GEORGIA,4023,33.040619,-83.643074
1155,2013-07,GEORGIA,4005,33.040619,-83.643074
1156,2013-08,GEORGIA,4043,33.040619,-83.643074
1157,2013-09,GEORGIA,4043,33.040619,-83.643074
1158,2013-10,GEORGIA,4078,33.040619,-83.643074
1159,2013-11,GEORGIA,4107,33.040619,-83.643074
1160,2013-12,GEORGIA,4101,33.040619,-83.643074
1161,2014-01,GEORGIA,4036,33.040619,-83.643074
1162,2014-02,GEORGIA,4045,33.040619,-83.643074
1163,2014-03,GEORGIA,4087,33.040619,-83.643074
1164,2014-04,GEORGIA,4129,33.040619,-83.643074
1165,2014-05,GEORGIA,4152,33.040619,-83.643074
1166,2014-06,GEORGIA,4138,33.040619,-83.643074
1167,2014-07,GEORGIA,4129,33.040619,-83.643074
1168,2014-08,GEORGIA,4173,33.040619,-83.643074
1169,2014-09,GEORGIA,4171,33.040619,-83.643074
1170,2014-10,GEORGIA,4199,33.040619,-83.643074
1171,2014-11,GEORGIA,4232,33.040619,-83.643074
1172,2014-12,GEORGIA,4242,33.040619,-83.643074
1173,2015-01,GEORGIA,4161,33.040619,-83.643074
1174,2015-02,GEORGIA,4187,33.040619,-83.643074
1175,2015-03,GEORGIA,4208,33.040619,-83.643074
1176,2015-04,GEORGIA,4236,33.040619,-83.643074
1177,2015-05,GEORGIA,4261,33.040619,-83.643074
1178,2015-06,GEORGIA,4262,33.040619,-83.643074
1179,2015-07,GEORGIA,4243,33.040619,-83.643074
1180,2015-08,GEORGIA,4277,33.040619,-83.643074
1181,2015-09,GEORGIA,4282,33.040619,-83.643074
1182,2015-10,GEORGIA,4321,33.040619,-83.643074
1183,2015-11,GEORGIA,4344,33.040619,-83.643074
1184,2015-12,GEORGIA,4356,33.040619,-83.643074
1185,2016-01,GEORGIA,4278,33.040619,-83.643074
1186,2016-02,GEORGIA,4302,33.040619,-83.643074
1187,2016-03,GEORGIA,4315,33.040619,-83.643074
1188,2016-04,GEORGIA,4361,33.040619,-83.643074
1189,2016-05,GEORGIA,4373,33.040619,-83.643074
1190,2016-06,GEORGIA,4369,33.040619,-83.643074
1191,2016-07,GEORGIA,4353,33.040619,-83.643074
1192,2016-08,GEORGIA,4386,33.040619,-83.643074
1193,2016-09,GEORGIA,4398,33.040619,-83.643074
1194,2016-10,GEORGIA,4418,33.040619,-83.643074
1195,2016-11,GEORGIA,4453,33.040619,-83.643074
1196,2016-12,GEORGIA,4456,33.040619,-83.643074
1197,2017-01,GEORGIA,4368,33.040619,-83.643074
1198,2017-02,GEORGIA,4393,33.040619,-83.643074
1199,2017-03,GEORGIA,4420,33.040619,-83.643074
1200,2017-04,GEORGIA,4437,33.040619,-83.643074
1201,2017-05,GEORGIA,4451,33.040619,-83.643074
1202,2017-06,GEORGIA,4458,33.040619,-83.643074
1203,2017-07,GEORGIA,4429,33.040619,-83.643074
1204,2017-08,GEORGIA,4469,33.040619,-83.643074
1205,2017-09,GEORGIA,4457,33.040619,-83.643074
1206,2017-10,GEORGIA,4501,33.040619,-83.643074
1207,2017-11,GEORGIA,4531,33.040619,-83.643074
1208,2017-12,GEORGIA,4528,33.040619,-83.643074
1209,2018-01,GEORGIA,4444,33.040619,-83.643074
1210,2008-01,HAWAII,31,21.094317999999998,-157.49833700000002
1211,2008-02,HAWAII,31,21.094317999999998,-157.49833700000002
1212,2008-03,HAWAII,31,21.094317999999998,-157.49833700000002
1213,2008-04,HAWAII,31,21.094317999999998,-157.49833700000002
1214,2008-05,HAWAII,31,21.094317999999998,-157.49833700000002
1215,2008-06,HAWAII,32,21.094317999999998,-157.49833700000002
1216,2008-07,HAWAII,32,21.094317999999998,-157.49833700000002
1217,2008-08,HAWAII,32,21.094317999999998,-157.49833700000002
1218,2008-09,HAWAII,32,21.094317999999998,-157.49833700000002
1219,2008-10,HAWAII,32,21.094317999999998,-157.49833700000002
1220,2008-11,HAWAII,32,21.094317999999998,-157.49833700000002
1221,2008-12,HAWAII,32,21.094317999999998,-157.49833700000002
1222,2009-01,HAWAII,32,21.094317999999998,-157.49833700000002
1223,2009-02,HAWAII,32,21.094317999999998,-157.49833700000002
1224,2009-03,HAWAII,32,21.094317999999998,-157.49833700000002
1225,2009-04,HAWAII,33,21.094317999999998,-157.49833700000002
1226,2009-05,HAWAII,33,21.094317999999998,-157.49833700000002
1227,2009-06,HAWAII,33,21.094317999999998,-157.49833700000002
1228,2009-07,HAWAII,33,21.094317999999998,-157.49833700000002
1229,2009-08,HAWAII,33,21.094317999999998,-157.49833700000002
1230,2009-09,HAWAII,33,21.094317999999998,-157.49833700000002
1231,2009-10,HAWAII,33,21.094317999999998,-157.49833700000002
1232,2009-11,HAWAII,34,21.094317999999998,-157.49833700000002
1233,2009-12,HAWAII,34,21.094317999999998,-157.49833700000002
1234,2010-01,HAWAII,33,21.094317999999998,-157.49833700000002
1235,2010-02,HAWAII,33,21.094317999999998,-157.49833700000002
1236,2010-03,HAWAII,34,21.094317999999998,-157.49833700000002
1237,2010-04,HAWAII,34,21.094317999999998,-157.49833700000002
1238,2010-05,HAWAII,36,21.094317999999998,-157.49833700000002
1239,2010-06,HAWAII,35,21.094317999999998,-157.49833700000002
1240,2010-07,HAWAII,35,21.094317999999998,-157.49833700000002
1241,2010-08,HAWAII,34,21.094317999999998,-157.49833700000002
1242,2010-09,HAWAII,34,21.094317999999998,-157.49833700000002
1243,2010-10,HAWAII,34,21.094317999999998,-157.49833700000002
1244,2010-11,HAWAII,35,21.094317999999998,-157.49833700000002
1245,2010-12,HAWAII,35,21.094317999999998,-157.49833700000002
1246,2011-01,HAWAII,34,21.094317999999998,-157.49833700000002
1247,2011-02,HAWAII,34,21.094317999999998,-157.49833700000002
1248,2011-03,HAWAII,34,21.094317999999998,-157.49833700000002
1249,2011-04,HAWAII,34,21.094317999999998,-157.49833700000002
1250,2011-05,HAWAII,34,21.094317999999998,-157.49833700000002
1251,2011-06,HAWAII,34,21.094317999999998,-157.49833700000002
1252,2011-07,HAWAII,35,21.094317999999998,-157.49833700000002
1253,2011-08,HAWAII,34,21.094317999999998,-157.49833700000002
1254,2011-09,HAWAII,34,21.094317999999998,-157.49833700000002
1255,2011-10,HAWAII,34,21.094317999999998,-157.49833700000002
1256,2011-11,HAWAII,35,21.094317999999998,-157.49833700000002
1257,2011-12,HAWAII,35,21.094317999999998,-157.49833700000002
1258,2012-01,HAWAII,35,21.094317999999998,-157.49833700000002
1259,2012-02,HAWAII,34,21.094317999999998,-157.49833700000002
1260,2012-03,HAWAII,34,21.094317999999998,-157.49833700000002
1261,2012-04,HAWAII,34,21.094317999999998,-157.49833700000002
1262,2012-05,HAWAII,34,21.094317999999998,-157.49833700000002
1263,2012-06,HAWAII,34,21.094317999999998,-157.49833700000002
1264,2012-07,HAWAII,35,21.094317999999998,-157.49833700000002
1265,2012-08,HAWAII,34,21.094317999999998,-157.49833700000002
1266,2012-09,HAWAII,34,21.094317999999998,-157.49833700000002
1267,2012-10,HAWAII,35,21.094317999999998,-157.49833700000002
1268,2012-11,HAWAII,35,21.094317999999998,-157.49833700000002
1269,2012-12,HAWAII,35,21.094317999999998,-157.49833700000002
1270,2013-01,HAWAII,34,21.094317999999998,-157.49833700000002
1271,2013-02,HAWAII,34,21.094317999999998,-157.49833700000002
1272,2013-03,HAWAII,34,21.094317999999998,-157.49833700000002
1273,2013-04,HAWAII,34,21.094317999999998,-157.49833700000002
1274,2013-05,HAWAII,34,21.094317999999998,-157.49833700000002
1275,2013-06,HAWAII,33,21.094317999999998,-157.49833700000002
1276,2013-07,HAWAII,33,21.094317999999998,-157.49833700000002
1277,2013-08,HAWAII,33,21.094317999999998,-157.49833700000002
1278,2013-09,HAWAII,33,21.094317999999998,-157.49833700000002
1279,2013-10,HAWAII,33,21.094317999999998,-157.49833700000002
1280,2013-11,HAWAII,33,21.094317999999998,-157.49833700000002
1281,2013-12,HAWAII,33,21.094317999999998,-157.49833700000002
1282,2014-01,HAWAII,33,21.094317999999998,-157.49833700000002
1283,2014-02,HAWAII,33,21.094317999999998,-157.49833700000002
1284,2014-03,HAWAII,33,21.094317999999998,-157.49833700000002
1285,2014-04,HAWAII,33,21.094317999999998,-157.49833700000002
1286,2014-05,HAWAII,33,21.094317999999998,-157.49833700000002
1287,2014-06,HAWAII,33,21.094317999999998,-157.49833700000002
1288,2014-07,HAWAII,33,21.094317999999998,-157.49833700000002
1289,2014-08,HAWAII,33,21.094317999999998,-157.49833700000002
1290,2014-09,HAWAII,33,21.094317999999998,-157.49833700000002
1291,2014-10,HAWAII,33,21.094317999999998,-157.49833700000002
1292,2014-11,HAWAII,33,21.094317999999998,-157.49833700000002
1293,2014-12,HAWAII,33,21.094317999999998,-157.49833700000002
1294,2015-01,HAWAII,33,21.094317999999998,-157.49833700000002
1295,2015-02,HAWAII,33,21.094317999999998,-157.49833700000002
1296,2015-03,HAWAII,32,21.094317999999998,-157.49833700000002
1297,2015-04,HAWAII,33,21.094317999999998,-157.49833700000002
1298,2015-05,HAWAII,33,21.094317999999998,-157.49833700000002
1299,2015-06,HAWAII,33,21.094317999999998,-157.49833700000002
1300,2015-07,HAWAII,33,21.094317999999998,-157.49833700000002
1301,2015-08,HAWAII,33,21.094317999999998,-157.49833700000002
1302,2015-09,HAWAII,33,21.094317999999998,-157.49833700000002
1303,2015-10,HAWAII,33,21.094317999999998,-157.49833700000002
1304,2015-11,HAWAII,33,21.094317999999998,-157.49833700000002
1305,2015-12,HAWAII,33,21.094317999999998,-157.49833700000002
1306,2016-01,HAWAII,33,21.094317999999998,-157.49833700000002
1307,2016-02,HAWAII,32,21.094317999999998,-157.49833700000002
1308,2016-03,HAWAII,32,21.094317999999998,-157.49833700000002
1309,2016-04,HAWAII,32,21.094317999999998,-157.49833700000002
1310,2016-05,HAWAII,32,21.094317999999998,-157.49833700000002
1311,2016-06,HAWAII,33,21.094317999999998,-157.49833700000002
1312,2016-07,HAWAII,33,21.094317999999998,-157.49833700000002
1313,2016-08,HAWAII,33,21.094317999999998,-157.49833700000002
1314,2016-09,HAWAII,33,21.094317999999998,-157.49833700000002
1315,2016-10,HAWAII,33,21.094317999999998,-157.49833700000002
1316,2016-11,HAWAII,33,21.094317999999998,-157.49833700000002
1317,2016-12,HAWAII,33,21.094317999999998,-157.49833700000002
1318,2017-01,HAWAII,33,21.094317999999998,-157.49833700000002
1319,2017-02,HAWAII,33,21.094317999999998,-157.49833700000002
1320,2017-03,HAWAII,33,21.094317999999998,-157.49833700000002
1321,2017-04,HAWAII,33,21.094317999999998,-157.49833700000002
1322,2017-05,HAWAII,33,21.094317999999998,-157.49833700000002
1323,2017-06,HAWAII,33,21.094317999999998,-157.49833700000002
1324,2017-07,HAWAII,33,21.094317999999998,-157.49833700000002
1325,2017-08,HAWAII,33,21.094317999999998,-157.49833700000002
1326,2017-09,HAWAII,33,21.094317999999998,-157.49833700000002
1327,2017-10,HAWAII,33,21.094317999999998,-157.49833700000002
1328,2017-11,HAWAII,33,21.094317999999998,-157.49833700000002
1329,2017-12,HAWAII,33,21.094317999999998,-157.49833700000002
1330,2018-01,HAWAII,33,21.094317999999998,-157.49833700000002
1331,2008-01,IDAHO,6,44.240459,-114.47882800000001
1332,2008-02,IDAHO,6,44.240459,-114.47882800000001
1333,2008-03,IDAHO,5,44.240459,-114.47882800000001
1334,2008-04,IDAHO,5,44.240459,-114.47882800000001
1335,2008-05,IDAHO,5,44.240459,-114.47882800000001
1336,2008-06,IDAHO,5,44.240459,-114.47882800000001
1337,2008-07,IDAHO,5,44.240459,-114.47882800000001
1338,2008-08,IDAHO,5,44.240459,-114.47882800000001
1339,2008-09,IDAHO,5,44.240459,-114.47882800000001
1340,2008-10,IDAHO,5,44.240459,-114.47882800000001
1341,2008-11,IDAHO,5,44.240459,-114.47882800000001
1342,2008-12,IDAHO,6,44.240459,-114.47882800000001
1343,2009-01,IDAHO,6,44.240459,-114.47882800000001
1344,2009-02,IDAHO,5,44.240459,-114.47882800000001
1345,2009-03,IDAHO,5,44.240459,-114.47882800000001
1346,2009-04,IDAHO,5,44.240459,-114.47882800000001
1347,2009-05,IDAHO,5,44.240459,-114.47882800000001
1348,2009-06,IDAHO,5,44.240459,-114.47882800000001
1349,2009-07,IDAHO,5,44.240459,-114.47882800000001
1350,2009-08,IDAHO,5,44.240459,-114.47882800000001
1351,2009-09,IDAHO,5,44.240459,-114.47882800000001
1352,2009-10,IDAHO,5,44.240459,-114.47882800000001
1353,2009-11,IDAHO,5,44.240459,-114.47882800000001
1354,2009-12,IDAHO,5,44.240459,-114.47882800000001
1355,2010-01,IDAHO,5,44.240459,-114.47882800000001
1356,2010-02,IDAHO,5,44.240459,-114.47882800000001
1357,2010-03,IDAHO,5,44.240459,-114.47882800000001
1358,2010-04,IDAHO,5,44.240459,-114.47882800000001
1359,2010-05,IDAHO,5,44.240459,-114.47882800000001
1360,2010-06,IDAHO,5,44.240459,-114.47882800000001
1361,2010-07,IDAHO,5,44.240459,-114.47882800000001
1362,2010-08,IDAHO,5,44.240459,-114.47882800000001
1363,2010-09,IDAHO,5,44.240459,-114.47882800000001
1364,2010-10,IDAHO,5,44.240459,-114.47882800000001
1365,2010-11,IDAHO,5,44.240459,-114.47882800000001
1366,2010-12,IDAHO,5,44.240459,-114.47882800000001
1367,2011-01,IDAHO,5,44.240459,-114.47882800000001
1368,2011-02,IDAHO,5,44.240459,-114.47882800000001
1369,2011-03,IDAHO,5,44.240459,-114.47882800000001
1370,2011-04,IDAHO,5,44.240459,-114.47882800000001
1371,2011-05,IDAHO,5,44.240459,-114.47882800000001
1372,2011-06,IDAHO,5,44.240459,-114.47882800000001
1373,2011-07,IDAHO,5,44.240459,-114.47882800000001
1374,2011-08,IDAHO,5,44.240459,-114.47882800000001
1375,2011-09,IDAHO,5,44.240459,-114.47882800000001
1376,2011-10,IDAHO,5,44.240459,-114.47882800000001
1377,2011-11,IDAHO,5,44.240459,-114.47882800000001
1378,2011-12,IDAHO,6,44.240459,-114.47882800000001
1379,2012-01,IDAHO,6,44.240459,-114.47882800000001
1380,2012-02,IDAHO,5,44.240459,-114.47882800000001
1381,2012-03,IDAHO,5,44.240459,-114.47882800000001
1382,2012-04,IDAHO,5,44.240459,-114.47882800000001
1383,2012-05,IDAHO,5,44.240459,-114.47882800000001
1384,2012-06,IDAHO,5,44.240459,-114.47882800000001
1385,2012-07,IDAHO,5,44.240459,-114.47882800000001
1386,2012-08,IDAHO,5,44.240459,-114.47882800000001
1387,2012-09,IDAHO,5,44.240459,-114.47882800000001
1388,2012-10,IDAHO,5,44.240459,-114.47882800000001
1389,2012-11,IDAHO,5,44.240459,-114.47882800000001
1390,2012-12,IDAHO,6,44.240459,-114.47882800000001
1391,2013-01,IDAHO,6,44.240459,-114.47882800000001
1392,2013-02,IDAHO,5,44.240459,-114.47882800000001
1393,2013-03,IDAHO,5,44.240459,-114.47882800000001
1394,2013-04,IDAHO,5,44.240459,-114.47882800000001
1395,2013-05,IDAHO,5,44.240459,-114.47882800000001
1396,2013-06,IDAHO,5,44.240459,-114.47882800000001
1397,2013-07,IDAHO,5,44.240459,-114.47882800000001
1398,2013-08,IDAHO,5,44.240459,-114.47882800000001
1399,2013-09,IDAHO,5,44.240459,-114.47882800000001
1400,2013-10,IDAHO,5,44.240459,-114.47882800000001
1401,2013-11,IDAHO,5,44.240459,-114.47882800000001
1402,2013-12,IDAHO,6,44.240459,-114.47882800000001
1403,2014-01,IDAHO,6,44.240459,-114.47882800000001
1404,2014-02,IDAHO,5,44.240459,-114.47882800000001
1405,2014-03,IDAHO,5,44.240459,-114.47882800000001
1406,2014-04,IDAHO,5,44.240459,-114.47882800000001
1407,2014-05,IDAHO,5,44.240459,-114.47882800000001
1408,2014-06,IDAHO,5,44.240459,-114.47882800000001
1409,2014-07,IDAHO,5,44.240459,-114.47882800000001
1410,2014-08,IDAHO,5,44.240459,-114.47882800000001
1411,2014-09,IDAHO,5,44.240459,-114.47882800000001
1412,2014-10,IDAHO,5,44.240459,-114.47882800000001
1413,2014-11,IDAHO,5,44.240459,-114.47882800000001
1414,2014-12,IDAHO,6,44.240459,-114.47882800000001
1415,2015-01,IDAHO,6,44.240459,-114.47882800000001
1416,2015-02,IDAHO,5,44.240459,-114.47882800000001
1417,2015-03,IDAHO,5,44.240459,-114.47882800000001
1418,2015-04,IDAHO,5,44.240459,-114.47882800000001
1419,2015-05,IDAHO,5,44.240459,-114.47882800000001
1420,2015-06,IDAHO,5,44.240459,-114.47882800000001
1421,2015-07,IDAHO,5,44.240459,-114.47882800000001
1422,2015-08,IDAHO,5,44.240459,-114.47882800000001
1423,2015-09,IDAHO,5,44.240459,-114.47882800000001
1424,2015-10,IDAHO,5,44.240459,-114.47882800000001
1425,2015-11,IDAHO,5,44.240459,-114.47882800000001
1426,2015-12,IDAHO,6,44.240459,-114.47882800000001
1427,2016-01,IDAHO,6,44.240459,-114.47882800000001
1428,2016-02,IDAHO,5,44.240459,-114.47882800000001
1429,2016-03,IDAHO,5,44.240459,-114.47882800000001
1430,2016-04,IDAHO,5,44.240459,-114.47882800000001
1431,2016-05,IDAHO,5,44.240459,-114.47882800000001
1432,2016-06,IDAHO,5,44.240459,-114.47882800000001
1433,2016-07,IDAHO,5,44.240459,-114.47882800000001
1434,2016-08,IDAHO,5,44.240459,-114.47882800000001
1435,2016-09,IDAHO,5,44.240459,-114.47882800000001
1436,2016-10,IDAHO,5,44.240459,-114.47882800000001
1437,2016-11,IDAHO,5,44.240459,-114.47882800000001
1438,2016-12,IDAHO,6,44.240459,-114.47882800000001
1439,2017-01,IDAHO,6,44.240459,-114.47882800000001
1440,2017-02,IDAHO,5,44.240459,-114.47882800000001
1441,2017-03,IDAHO,5,44.240459,-114.47882800000001
1442,2017-04,IDAHO,5,44.240459,-114.47882800000001
1443,2017-05,IDAHO,5,44.240459,-114.47882800000001
1444,2017-06,IDAHO,5,44.240459,-114.47882800000001
1445,2017-07,IDAHO,5,44.240459,-114.47882800000001
1446,2017-08,IDAHO,5,44.240459,-114.47882800000001
1447,2017-09,IDAHO,5,44.240459,-114.47882800000001
1448,2017-10,IDAHO,5,44.240459,-114.47882800000001
1449,2017-11,IDAHO,5,44.240459,-114.47882800000001
1450,2017-12,IDAHO,6,44.240459,-114.47882800000001
1451,2018-01,IDAHO,6,44.240459,-114.47882800000001
1452,2008-01,ILLINOIS,5868,40.349457,-88.986137
1453,2008-02,ILLINOIS,5875,40.349457,-88.986137
1454,2008-03,ILLINOIS,5904,40.349457,-88.986137
1455,2008-04,ILLINOIS,5961,40.349457,-88.986137
1456,2008-05,ILLINOIS,6010,40.349457,-88.986137
1457,2008-06,ILLINOIS,6021,40.349457,-88.986137
1458,2008-07,ILLINOIS,5968,40.349457,-88.986137
1459,2008-08,ILLINOIS,5970,40.349457,-88.986137
1460,2008-09,ILLINOIS,5970,40.349457,-88.986137
1461,2008-10,ILLINOIS,5967,40.349457,-88.986137
1462,2008-11,ILLINOIS,5940,40.349457,-88.986137
1463,2008-12,ILLINOIS,5898,40.349457,-88.986137
1464,2009-01,ILLINOIS,5677,40.349457,-88.986137
1465,2009-02,ILLINOIS,5660,40.349457,-88.986137
1466,2009-03,ILLINOIS,5653,40.349457,-88.986137
1467,2009-04,ILLINOIS,5670,40.349457,-88.986137
1468,2009-05,ILLINOIS,5698,40.349457,-88.986137
1469,2009-06,ILLINOIS,5692,40.349457,-88.986137
1470,2009-07,ILLINOIS,5625,40.349457,-88.986137
1471,2009-08,ILLINOIS,5614,40.349457,-88.986137
1472,2009-09,ILLINOIS,5637,40.349457,-88.986137
