,Date,State,Average_Job_Created
811,2015-02,CONNECTICUT,1647
812,2015-03,CONNECTICUT,1654
813,2015-04,CONNECTICUT,1676
814,2015-05,CONNECTICUT,1693
815,2015-06,CONNECTICUT,1701
816,2015-07,CONNECTICUT,1671
817,2015-08,CONNECTICUT,1665
818,2015-09,CONNECTICUT,1682
819,2015-10,CONNECTICUT,1696
820,2015-11,CONNECTICUT,1704
821,2015-12,CONNECTICUT,1703
822,2016-01,CONNECTICUT,1654
823,2016-02,CONNECTICUT,1658
824,2016-03,CONNECTICUT,1668
825,2016-04,CONNECTICUT,1681
826,2016-05,CONNECTICUT,1696
827,2016-06,CONNECTICUT,1700
828,2016-07,CONNECTICUT,1679
829,2016-08,CONNECTICUT,1672
830,2016-09,CONNECTICUT,1689
831,2016-10,CONNECTICUT,1696
832,2016-11,CONNECTICUT,1704
833,2016-12,CONNECTICUT,1704
834,2017-01,CONNECTICUT,1661
835,2017-02,CONNECTICUT,1662
836,2017-03,CONNECTICUT,1667
837,2017-04,CONNECTICUT,1683
838,2017-05,CONNECTICUT,1698
839,2017-06,CONNECTICUT,1709
840,2017-07,CONNECTICUT,1681
841,2017-08,CONNECTICUT,1676
842,2017-09,CONNECTICUT,1692
843,2017-10,CONNECTICUT,1698
844,2017-11,CONNECTICUT,1708
845,2017-12,CONNECTICUT,1708
846,2018-01,CONNECTICUT,1658
847,2008-01,DELAWARE,430
848,2008-02,DELAWARE,431
849,2008-03,DELAWARE,434
850,2008-04,DELAWARE,439
851,2008-05,DELAWARE,441
852,2008-06,DELAWARE,443
853,2008-07,DELAWARE,439
854,2008-08,DELAWARE,438
855,2008-09,DELAWARE,436
856,2008-10,DELAWARE,435
857,2008-11,DELAWARE,435
858,2008-12,DELAWARE,433
859,2009-01,DELAWARE,416
860,2009-02,DELAWARE,414
861,2009-03,DELAWARE,415
862,2009-04,DELAWARE,416
863,2009-05,DELAWARE,422
864,2009-06,DELAWARE,421
865,2009-07,DELAWARE,416
866,2009-08,DELAWARE,415
867,2009-09,DELAWARE,415
868,2009-10,DELAWARE,416
869,2009-11,DELAWARE,416
870,2009-12,DELAWARE,414
871,2010-01,DELAWARE,399
872,2010-02,DELAWARE,397
873,2010-03,DELAWARE,404
874,2010-04,DELAWARE,411
875,2010-05,DELAWARE,417
876,2010-06,DELAWARE,420
877,2010-07,DELAWARE,420
878,2010-08,DELAWARE,419
879,2010-09,DELAWARE,419
880,2010-10,DELAWARE,418
881,2010-11,DELAWARE,419
882,2010-12,DELAWARE,420
883,2011-01,DELAWARE,406
884,2011-02,DELAWARE,407
885,2011-03,DELAWARE,412
886,2011-04,DELAWARE,419
887,2011-05,DELAWARE,420
888,2011-06,DELAWARE,421
889,2011-07,DELAWARE,420
890,2011-08,DELAWARE,418
891,2011-09,DELAWARE,419
892,2011-10,DELAWARE,418
893,2011-11,DELAWARE,420
894,2011-12,DELAWARE,420
895,2012-01,DELAWARE,406
896,2012-02,DELAWARE,407
897,2012-03,DELAWARE,412
898,2012-04,DELAWARE,416
899,2012-05,DELAWARE,422
900,2012-06,DELAWARE,423
901,2012-07,DELAWARE,423
902,2012-08,DELAWARE,422
903,2012-09,DELAWARE,421
904,2012-10,DELAWARE,423
905,2012-11,DELAWARE,427
906,2012-12,DELAWARE,427
907,2013-01,DELAWARE,413
908,2013-02,DELAWARE,415
909,2013-03,DELAWARE,419
910,2013-04,DELAWARE,425
911,2013-05,DELAWARE,430
912,2013-06,DELAWARE,432
913,2013-07,DELAWARE,432
914,2013-08,DELAWARE,432
915,2013-09,DELAWARE,432
916,2013-10,DELAWARE,434
917,2013-11,DELAWARE,439
918,2013-12,DELAWARE,436
919,2014-01,DELAWARE,424
920,2014-02,DELAWARE,423
921,2014-03,DELAWARE,428
922,2014-04,DELAWARE,434
923,2014-05,DELAWARE,440
924,2014-06,DELAWARE,442
925,2014-07,DELAWARE,442
926,2014-08,DELAWARE,441
927,2014-09,DELAWARE,440
928,2014-10,DELAWARE,443
929,2014-11,DELAWARE,448
930,2014-12,DELAWARE,449
931,2015-01,DELAWARE,433
932,2015-02,DELAWARE,434
933,2015-03,DELAWARE,438
934,2015-04,DELAWARE,443
935,2015-05,DELAWARE,451
936,2015-06,DELAWARE,453
937,2015-07,DELAWARE,454
938,2015-08,DELAWARE,451
939,2015-09,DELAWARE,451
940,2015-10,DELAWARE,452
941,2015-11,DELAWARE,457
942,2015-12,DELAWARE,457
943,2016-01,DELAWARE,441
944,2016-02,DELAWARE,441
945,2016-03,DELAWARE,445
946,2016-04,DELAWARE,451
947,2016-05,DELAWARE,454
948,2016-06,DELAWARE,457
949,2016-07,DELAWARE,459
950,2016-08,DELAWARE,456
951,2016-09,DELAWARE,455
952,2016-10,DELAWARE,455
953,2016-11,DELAWARE,458
954,2016-12,DELAWARE,458
955,2017-01,DELAWARE,446
956,2017-02,DELAWARE,446
957,2017-03,DELAWARE,450
958,2017-04,DELAWARE,454
959,2017-05,DELAWARE,457
960,2017-06,DELAWARE,462
961,2017-07,DELAWARE,461
962,2017-08,DELAWARE,458
963,2017-09,DELAWARE,459
964,2017-10,DELAWARE,458
965,2017-11,DELAWARE,462
966,2017-12,DELAWARE,462
967,2018-01,DELAWARE,448
968,2008-01,DISTRCT OF COLUMIA,689
969,2008-02,DISTRCT OF COLUMIA,693
970,2008-03,DISTRCT OF COLUMIA,698
971,2008-04,DISTRCT OF COLUMIA,701
972,2008-05,DISTRCT OF COLUMIA,702
973,2008-06,DISTRCT OF COLUMIA,704
974,2008-07,DISTRCT OF COLUMIA,720
975,2008-08,DISTRCT OF COLUMIA,715
976,2008-09,DISTRCT OF COLUMIA,705
977,2008-10,DISTRCT OF COLUMIA,706
978,2008-11,DISTRCT OF COLUMIA,706
979,2008-12,DISTRCT OF COLUMIA,704
980,2009-01,DISTRCT OF COLUMIA,697
981,2009-02,DISTRCT OF COLUMIA,697
982,2009-03,DISTRCT OF COLUMIA,697
983,2009-04,DISTRCT OF COLUMIA,696
984,2009-05,DISTRCT OF COLUMIA,697
985,2009-06,DISTRCT OF COLUMIA,698
986,2009-07,DISTRCT OF COLUMIA,718
987,2009-08,DISTRCT OF COLUMIA,706
988,2009-09,DISTRCT OF COLUMIA,694
989,2009-10,DISTRCT OF COLUMIA,703
990,2009-11,DISTRCT OF COLUMIA,706
991,2009-12,DISTRCT OF COLUMIA,705
992,2010-01,DISTRCT OF COLUMIA,698
993,2010-02,DISTRCT OF COLUMIA,695
994,2010-03,DISTRCT OF COLUMIA,703
995,2010-04,DISTRCT OF COLUMIA,713
996,2010-05,DISTRCT OF COLUMIA,715
997,2010-06,DISTRCT OF COLUMIA,715
998,2010-07,DISTRCT OF COLUMIA,732
999,2010-08,DISTRCT OF COLUMIA,707
1000,2010-09,DISTRCT OF COLUMIA,711
1001,2010-10,DISTRCT OF COLUMIA,717
1002,2010-11,DISTRCT OF COLUMIA,718
1003,2010-12,DISTRCT OF COLUMIA,717
1004,2011-01,DISTRCT OF COLUMIA,713
1005,2011-02,DISTRCT OF COLUMIA,716
1006,2011-03,DISTRCT OF COLUMIA,721
1007,2011-04,DISTRCT OF COLUMIA,727
1008,2011-05,DISTRCT OF COLUMIA,723
1009,2011-06,DISTRCT OF COLUMIA,726
1010,2011-07,DISTRCT OF COLUMIA,740
1011,2011-08,DISTRCT OF COLUMIA,724
1012,2011-09,DISTRCT OF COLUMIA,730
1013,2011-10,DISTRCT OF COLUMIA,729
1014,2011-11,DISTRCT OF COLUMIA,729
1015,2011-12,DISTRCT OF COLUMIA,728
1016,2012-01,DISTRCT OF COLUMIA,720
1017,2012-02,DISTRCT OF COLUMIA,723
1018,2012-03,DISTRCT OF COLUMIA,728
1019,2012-04,DISTRCT OF COLUMIA,729
1020,2012-05,DISTRCT OF COLUMIA,732
1021,2012-06,DISTRCT OF COLUMIA,730
1022,2012-07,DISTRCT OF COLUMIA,740
1023,2012-08,DISTRCT OF COLUMIA,726
1024,2012-09,DISTRCT OF COLUMIA,733
1025,2012-10,DISTRCT OF COLUMIA,741
1026,2012-11,DISTRCT OF COLUMIA,742
1027,2012-12,DISTRCT OF COLUMIA,741
1028,2013-01,DISTRCT OF COLUMIA,729
1029,2013-02,DISTRCT OF COLUMIA,734
1030,2013-03,DISTRCT OF COLUMIA,737
1031,2013-04,DISTRCT OF COLUMIA,744
1032,2013-05,DISTRCT OF COLUMIA,744
1033,2013-06,DISTRCT OF COLUMIA,739
1034,2013-07,DISTRCT OF COLUMIA,752
1035,2013-08,DISTRCT OF COLUMIA,738
1036,2013-09,DISTRCT OF COLUMIA,747
1037,2013-10,DISTRCT OF COLUMIA,748
1038,2013-11,DISTRCT OF COLUMIA,752
1039,2013-12,DISTRCT OF COLUMIA,750
1040,2014-01,DISTRCT OF COLUMIA,732
1041,2014-02,DISTRCT OF COLUMIA,737
1042,2014-03,DISTRCT OF COLUMIA,740
1043,2014-04,DISTRCT OF COLUMIA,746
1044,2014-05,DISTRCT OF COLUMIA,745
1045,2014-06,DISTRCT OF COLUMIA,747
1046,2014-07,DISTRCT OF COLUMIA,759
1047,2014-08,DISTRCT OF COLUMIA,744
1048,2014-09,DISTRCT OF COLUMIA,752
1049,2014-10,DISTRCT OF COLUMIA,757
1050,2014-11,DISTRCT OF COLUMIA,758
1051,2014-12,DISTRCT OF COLUMIA,756
1052,2015-01,DISTRCT OF COLUMIA,748
1053,2015-02,DISTRCT OF COLUMIA,753
1054,2015-03,DISTRCT OF COLUMIA,755
1055,2015-04,DISTRCT OF COLUMIA,759
1056,2015-05,DISTRCT OF COLUMIA,758
1057,2015-06,DISTRCT OF COLUMIA,760
1058,2015-07,DISTRCT OF COLUMIA,777
1059,2015-08,DISTRCT OF COLUMIA,761
1060,2015-09,DISTRCT OF COLUMIA,765
1061,2015-10,DISTRCT OF COLUMIA,774
1062,2015-11,DISTRCT OF COLUMIA,775
1063,2015-12,DISTRCT OF COLUMIA,776
1064,2016-01,DISTRCT OF COLUMIA,762
1065,2016-02,DISTRCT OF COLUMIA,770
1066,2016-03,DISTRCT OF COLUMIA,773
1067,2016-04,DISTRCT OF COLUMIA,779
1068,2016-05,DISTRCT OF COLUMIA,774
1069,2016-06,DISTRCT OF COLUMIA,774
1070,2016-07,DISTRCT OF COLUMIA,787
1071,2016-08,DISTRCT OF COLUMIA,773
1072,2016-09,DISTRCT OF COLUMIA,778
1073,2016-10,DISTRCT OF COLUMIA,783
1074,2016-11,DISTRCT OF COLUMIA,784
1075,2016-12,DISTRCT OF COLUMIA,781
1076,2017-01,DISTRCT OF COLUMIA,771
1077,2017-02,DISTRCT OF COLUMIA,777
1078,2017-03,DISTRCT OF COLUMIA,783
1079,2017-04,DISTRCT OF COLUMIA,783
1080,2017-05,DISTRCT OF COLUMIA,781
1081,2017-06,DISTRCT OF COLUMIA,783
1082,2017-07,DISTRCT OF COLUMIA,794
1083,2017-08,DISTRCT OF COLUMIA,780
1084,2017-09,DISTRCT OF COLUMIA,785
1085,2017-10,DISTRCT OF COLUMIA,791
1086,2017-11,DISTRCT OF COLUMIA,791
1087,2017-12,DISTRCT OF COLUMIA,790
1088,2018-01,DISTRCT OF COLUMIA,779
1089,2008-01,FLORIDA,7853
1090,2008-02,FLORIDA,7909
1091,2008-03,FLORIDA,7931
1092,2008-04,FLORIDA,7847
1093,2008-05,FLORIDA,7816
1094,2008-06,FLORIDA,7675
1095,2008-07,FLORIDA,7564
1096,2008-08,FLORIDA,7638
1097,2008-09,FLORIDA,7610
1098,2008-10,FLORIDA,7582
1099,2008-11,FLORIDA,7589
1100,2008-12,FLORIDA,7588
1101,2009-01,FLORIDA,7379
1102,2009-02,FLORIDA,7380
1103,2009-03,FLORIDA,7375
1104,2009-04,FLORIDA,7326
1105,2009-05,FLORIDA,7287
1106,2009-06,FLORIDA,7154
1107,2009-07,FLORIDA,7065
1108,2009-08,FLORIDA,7132
1109,2009-09,FLORIDA,7127
1110,2009-10,FLORIDA,7152
1111,2009-11,FLORIDA,7206
1112,2009-12,FLORIDA,7226
1113,2010-01,FLORIDA,7096
1114,2010-02,FLORIDA,7148
1115,2010-03,FLORIDA,7195
1116,2010-04,FLORIDA,7215
1117,2010-05,FLORIDA,7239
1118,2010-06,FLORIDA,7117
1119,2010-07,FLORIDA,7060
1120,2010-08,FLORIDA,7145
1121,2010-09,FLORIDA,7135
1122,2010-10,FLORIDA,7199
1123,2010-11,FLORIDA,7260
1124,2010-12,FLORIDA,7289
1125,2011-01,FLORIDA,7175
1126,2011-02,FLORIDA,7227
1127,2011-03,FLORIDA,7274
1128,2011-04,FLORIDA,7311
1129,2011-05,FLORIDA,7280
1130,2011-06,FLORIDA,7166
1131,2011-07,FLORIDA,7129
1132,2011-08,FLORIDA,7214
1133,2011-09,FLORIDA,7242
1134,2011-10,FLORIDA,7283
1135,2011-11,FLORIDA,7359
1136,2011-12,FLORIDA,7392
1137,2012-01,FLORIDA,7285
1138,2012-02,FLORIDA,7348
1139,2012-03,FLORIDA,7408
1140,2012-04,FLORIDA,7427
1141,2012-05,FLORIDA,7417
1142,2012-06,FLORIDA,7323
1143,2012-07,FLORIDA,7268
1144,2012-08,FLORIDA,7366
1145,2012-09,FLORIDA,7383
1146,2012-10,FLORIDA,7455
1147,2012-11,FLORIDA,7544
1148,2012-12,FLORIDA,7569
1149,2013-01,FLORIDA,7446
1150,2013-02,FLORIDA,7523
1151,2013-03,FLORIDA,7577
1152,2013-04,FLORIDA,7587
1153,2013-05,FLORIDA,7589
1154,2013-06,FLORIDA,7497
1155,2013-07,FLORIDA,7461
1156,2013-08,FLORIDA,7569
1157,2013-09,FLORIDA,7582
1158,2013-10,FLORIDA,7650
1159,2013-11,FLORIDA,7754
1160,2013-12,FLORIDA,7785
1161,2014-01,FLORIDA,7665
1162,2014-02,FLORIDA,7738
1163,2014-03,FLORIDA,7794
1164,2014-04,FLORIDA,7824
1165,2014-05,FLORIDA,7830
1166,2014-06,FLORIDA,7731
1167,2014-07,FLORIDA,7702
1168,2014-08,FLORIDA,7814
1169,2014-09,FLORIDA,7833
1170,2014-10,FLORIDA,7921
1171,2014-11,FLORIDA,8017
1172,2014-12,FLORIDA,8060
1173,2015-01,FLORIDA,7943
1174,2015-02,FLORIDA,8016
1175,2015-03,FLORIDA,8068
1176,2015-04,FLORIDA,8094
1177,2015-05,FLORIDA,8100
1178,2015-06,FLORIDA,8008
1179,2015-07,FLORIDA,7987
1180,2015-08,FLORIDA,8092
1181,2015-09,FLORIDA,8109
1182,2015-10,FLORIDA,8224
1183,2015-11,FLORIDA,8321
1184,2015-12,FLORIDA,8362
1185,2016-01,FLORIDA,8238
1186,2016-02,FLORIDA,8315
1187,2016-03,FLORIDA,8360
1188,2016-04,FLORIDA,8397
1189,2016-05,FLORIDA,8386
1190,2016-06,FLORIDA,8274
1191,2016-07,FLORIDA,8275
1192,2016-08,FLORIDA,8371
1193,2016-09,FLORIDA,8408
1194,2016-10,FLORIDA,8467
1195,2016-11,FLORIDA,8567
1196,2016-12,FLORIDA,8596
1197,2017-01,FLORIDA,8488
1198,2017-02,FLORIDA,8550
1199,2017-03,FLORIDA,8590
1200,2017-04,FLORIDA,8593
1201,2017-05,FLORIDA,8594
1202,2017-06,FLORIDA,8492
1203,2017-07,FLORIDA,8455
1204,2017-08,FLORIDA,8549
1205,2017-09,FLORIDA,8390
1206,2017-10,FLORIDA,8638
1207,2017-11,FLORIDA,8747
1208,2017-12,FLORIDA,8778
1209,2018-01,FLORIDA,8655
1210,2008-01,GEORGIA,4131
1211,2008-02,GEORGIA,4150
1212,2008-03,GEORGIA,4151
1213,2008-04,GEORGIA,4157
1214,2008-05,GEORGIA,4168
1215,2008-06,GEORGIA,4140
1216,2008-07,GEORGIA,4100
1217,2008-08,GEORGIA,4127
1218,2008-09,GEORGIA,4103
1219,2008-10,GEORGIA,4094
1220,2008-11,GEORGIA,4081
1221,2008-12,GEORGIA,4058
1222,2009-01,GEORGIA,3953
1223,2009-02,GEORGIA,3943
1224,2009-03,GEORGIA,3929
1225,2009-04,GEORGIA,3931
1226,2009-05,GEORGIA,3930
1227,2009-06,GEORGIA,3898
1228,2009-07,GEORGIA,3858
1229,2009-08,GEORGIA,3870
1230,2009-09,GEORGIA,3860
1231,2009-10,GEORGIA,3868
1232,2009-11,GEORGIA,3881
1233,2009-12,GEORGIA,3872
1234,2010-01,GEORGIA,3794
1235,2010-02,GEORGIA,3807
1236,2010-03,GEORGIA,3827
1237,2010-04,GEORGIA,3859
1238,2010-05,GEORGIA,3891
1239,2010-06,GEORGIA,3866
1240,2010-07,GEORGIA,3852
1241,2010-08,GEORGIA,3868
1242,2010-09,GEORGIA,3859
1243,2010-10,GEORGIA,3892
1244,2010-11,GEORGIA,3905
1245,2010-12,GEORGIA,3896
1246,2011-01,GEORGIA,3804
1247,2011-02,GEORGIA,3855
1248,2011-03,GEORGIA,3876
1249,2011-04,GEORGIA,3916
1250,2011-05,GEORGIA,3926
1251,2011-06,GEORGIA,3904
1252,2011-07,GEORGIA,3885
1253,2011-08,GEORGIA,3910
1254,2011-09,GEORGIA,3909
1255,2011-10,GEORGIA,3929
1256,2011-11,GEORGIA,3948
1257,2011-12,GEORGIA,3935
1258,2012-01,GEORGIA,3876
1259,2012-02,GEORGIA,3897
1260,2012-03,GEORGIA,3921
1261,2012-04,GEORGIA,3954
1262,2012-05,GEORGIA,3971
1263,2012-06,GEORGIA,3957
1264,2012-07,GEORGIA,3926
1265,2012-08,GEORGIA,3961
1266,2012-09,GEORGIA,3954
1267,2012-10,GEORGIA,3991
1268,2012-11,GEORGIA,4022
1269,2012-12,GEORGIA,4009
1270,2013-01,GEORGIA,3949
1271,2013-02,GEORGIA,3977
1272,2013-03,GEORGIA,3992
1273,2013-04,GEORGIA,4026
1274,2013-05,GEORGIA,4039
1275,2013-06,GEORGIA,4023
1276,2013-07,GEORGIA,4005
1277,2013-08,GEORGIA,4043
1278,2013-09,GEORGIA,4043
1279,2013-10,GEORGIA,4078
1280,2013-11,GEORGIA,4107
1281,2013-12,GEORGIA,4101
1282,2014-01,GEORGIA,4036
1283,2014-02,GEORGIA,4045
1284,2014-03,GEORGIA,4087
1285,2014-04,GEORGIA,4129
1286,2014-05,GEORGIA,4152
1287,2014-06,GEORGIA,4138
1288,2014-07,GEORGIA,4129
1289,2014-08,GEORGIA,4173
1290,2014-09,GEORGIA,4171
1291,2014-10,GEORGIA,4199
1292,2014-11,GEORGIA,4232
1293,2014-12,GEORGIA,4242
1294,2015-01,GEORGIA,4161
1295,2015-02,GEORGIA,4187
1296,2015-03,GEORGIA,4208
1297,2015-04,GEORGIA,4236
1298,2015-05,GEORGIA,4261
1299,2015-06,GEORGIA,4262
1300,2015-07,GEORGIA,4243
1301,2015-08,GEORGIA,4277
1302,2015-09,GEORGIA,4282
1303,2015-10,GEORGIA,4321
1304,2015-11,GEORGIA,4344
1305,2015-12,GEORGIA,4356
1306,2016-01,GEORGIA,4278
1307,2016-02,GEORGIA,4302
1308,2016-03,GEORGIA,4315
1309,2016-04,GEORGIA,4361
1310,2016-05,GEORGIA,4373
1311,2016-06,GEORGIA,4369
1312,2016-07,GEORGIA,4353
1313,2016-08,GEORGIA,4386
1314,2016-09,GEORGIA,4398
1315,2016-10,GEORGIA,4418
1316,2016-11,GEORGIA,4453
1317,2016-12,GEORGIA,4456
1318,2017-01,GEORGIA,4368
1319,2017-02,GEORGIA,4393
1320,2017-03,GEORGIA,4420
1321,2017-04,GEORGIA,4437
1322,2017-05,GEORGIA,4451
1323,2017-06,GEORGIA,4458
1324,2017-07,GEORGIA,4429
1325,2017-08,GEORGIA,4469
1326,2017-09,GEORGIA,4457
1327,2017-10,GEORGIA,4501
1328,2017-11,GEORGIA,4531
1329,2017-12,GEORGIA,4528
1330,2018-01,GEORGIA,4444
1331,2008-01,HAWAII,31
1332,2008-02,HAWAII,31
1333,2008-03,HAWAII,31
1334,2008-04,HAWAII,31
1335,2008-05,HAWAII,31
1336,2008-06,HAWAII,32
1337,2008-07,HAWAII,32
1338,2008-08,HAWAII,32
1339,2008-09,HAWAII,32
1340,2008-10,HAWAII,32
1341,2008-11,HAWAII,32
1342,2008-12,HAWAII,32
1343,2009-01,HAWAII,32
1344,2009-02,HAWAII,32
1345,2009-03,HAWAII,32
1346,2009-04,HAWAII,33
1347,2009-05,HAWAII,33
1348,2009-06,HAWAII,33
1349,2009-07,HAWAII,33
1350,2009-08,HAWAII,33
1351,2009-09,HAWAII,33
1352,2009-10,HAWAII,33
1353,2009-11,HAWAII,34
1354,2009-12,HAWAII,34
1355,2010-01,HAWAII,33
1356,2010-02,HAWAII,33
1357,2010-03,HAWAII,34
1358,2010-04,HAWAII,34
1359,2010-05,HAWAII,36
1360,2010-06,HAWAII,35
1361,2010-07,HAWAII,35
1362,2010-08,HAWAII,34
1363,2010-09,HAWAII,34
1364,2010-10,HAWAII,34
1365,2010-11,HAWAII,35
1366,2010-12,HAWAII,35
1367,2011-01,HAWAII,34
1368,2011-02,HAWAII,34
1369,2011-03,HAWAII,34
1370,2011-04,HAWAII,34
1371,2011-05,HAWAII,34
1372,2011-06,HAWAII,34
1373,2011-07,HAWAII,35
1374,2011-08,HAWAII,34
1375,2011-09,HAWAII,34
1376,2011-10,HAWAII,34
1377,2011-11,HAWAII,35
1378,2011-12,HAWAII,35
1379,2012-01,HAWAII,35
1380,2012-02,HAWAII,34
1381,2012-03,HAWAII,34
1382,2012-04,HAWAII,34
1383,2012-05,HAWAII,34
1384,2012-06,HAWAII,34
1385,2012-07,HAWAII,35
1386,2012-08,HAWAII,34
1387,2012-09,HAWAII,34
1388,2012-10,HAWAII,35
1389,2012-11,HAWAII,35
1390,2012-12,HAWAII,35
1391,2013-01,HAWAII,34
1392,2013-02,HAWAII,34
1393,2013-03,HAWAII,34
1394,2013-04,HAWAII,34
1395,2013-05,HAWAII,34
1396,2013-06,HAWAII,33
1397,2013-07,HAWAII,33
1398,2013-08,HAWAII,33
1399,2013-09,HAWAII,33
1400,2013-10,HAWAII,33
1401,2013-11,HAWAII,33
1402,2013-12,HAWAII,33
1403,2014-01,HAWAII,33
1404,2014-02,HAWAII,33
1405,2014-03,HAWAII,33
1406,2014-04,HAWAII,33
1407,2014-05,HAWAII,33
1408,2014-06,HAWAII,33
1409,2014-07,HAWAII,33
1410,2014-08,HAWAII,33
1411,2014-09,HAWAII,33
1412,2014-10,HAWAII,33
1413,2014-11,HAWAII,33
1414,2014-12,HAWAII,33
1415,2015-01,HAWAII,33
1416,2015-02,HAWAII,33
1417,2015-03,HAWAII,32
1418,2015-04,HAWAII,33
1419,2015-05,HAWAII,33
1420,2015-06,HAWAII,33
1421,2015-07,HAWAII,33
1422,2015-08,HAWAII,33
1423,2015-09,HAWAII,33
1424,2015-10,HAWAII,33
1425,2015-11,HAWAII,33
1426,2015-12,HAWAII,33
1427,2016-01,HAWAII,33
1428,2016-02,HAWAII,32
1429,2016-03,HAWAII,32
1430,2016-04,HAWAII,32
1431,2016-05,HAWAII,32
1432,2016-06,HAWAII,33
1433,2016-07,HAWAII,33
1434,2016-08,HAWAII,33
1435,2016-09,HAWAII,33
1436,2016-10,HAWAII,33
1437,2016-11,HAWAII,33
1438,2016-12,HAWAII,33
1439,2017-01,HAWAII,33
1440,2017-02,HAWAII,33
1441,2017-03,HAWAII,33
1442,2017-04,HAWAII,33
1443,2017-05,HAWAII,33
1444,2017-06,HAWAII,33
1445,2017-07,HAWAII,33
1446,2017-08,HAWAII,33
1447,2017-09,HAWAII,33
1448,2017-10,HAWAII,33
1449,2017-11,HAWAII,33
1450,2017-12,HAWAII,33
1451,2018-01,HAWAII,33
1452,2008-01,IDAHO,6
1453,2008-02,IDAHO,6
1454,2008-03,IDAHO,5
1455,2008-04,IDAHO,5
1456,2008-05,IDAHO,5
1457,2008-06,IDAHO,5
1458,2008-07,IDAHO,5
1459,2008-08,IDAHO,5
1460,2008-09,IDAHO,5
1461,2008-10,IDAHO,5
1462,2008-11,IDAHO,5
1463,2008-12,IDAHO,6
1464,2009-01,IDAHO,6
1465,2009-02,IDAHO,5
1466,2009-03,IDAHO,5
1467,2009-04,IDAHO,5
1468,2009-05,IDAHO,5
1469,2009-06,IDAHO,5
1470,2009-07,IDAHO,5
1471,2009-08,IDAHO,5
1472,2009-09,IDAHO,5
1473,2009-10,IDAHO,5
1474,2009-11,IDAHO,5
1475,2009-12,IDAHO,5
1476,2010-01,IDAHO,5
1477,2010-02,IDAHO,5
1478,2010-03,IDAHO,5
1479,2010-04,IDAHO,5
1480,2010-05,IDAHO,5
1481,2010-06,IDAHO,5
1482,2010-07,IDAHO,5
1483,2010-08,IDAHO,5
1484,2010-09,IDAHO,5
1485,2010-10,IDAHO,5
1486,2010-11,IDAHO,5
1487,2010-12,IDAHO,5
1488,2011-01,IDAHO,5
1489,2011-02,IDAHO,5
1490,2011-03,IDAHO,5
1491,2011-04,IDAHO,5
1492,2011-05,IDAHO,5
1493,2011-06,IDAHO,5
1494,2011-07,IDAHO,5
1495,2011-08,IDAHO,5
1496,2011-09,IDAHO,5
1497,2011-10,IDAHO,5
1498,2011-11,IDAHO,5
1499,2011-12,IDAHO,6
1500,2012-01,IDAHO,6
1501,2012-02,IDAHO,5
1502,2012-03,IDAHO,5
1503,2012-04,IDAHO,5
1504,2012-05,IDAHO,5
1505,2012-06,IDAHO,5
1506,2012-07,IDAHO,5
1507,2012-08,IDAHO,5
1508,2012-09,IDAHO,5
1509,2012-10,IDAHO,5
1510,2012-11,IDAHO,5
1511,2012-12,IDAHO,6
1512,2013-01,IDAHO,6
1513,2013-02,IDAHO,5
1514,2013-03,IDAHO,5
1515,2013-04,IDAHO,5
1516,2013-05,IDAHO,5
1517,2013-06,IDAHO,5
1518,2013-07,IDAHO,5
1519,2013-08,IDAHO,5
1520,2013-09,IDAHO,5
1521,2013-10,IDAHO,5
1522,2013-11,IDAHO,5
1523,2013-12,IDAHO,6
1524,2014-01,IDAHO,6
1525,2014-02,IDAHO,5
1526,2014-03,IDAHO,5
1527,2014-04,IDAHO,5
1528,2014-05,IDAHO,5
1529,2014-06,IDAHO,5
1530,2014-07,IDAHO,5
1531,2014-08,IDAHO,5
1532,2014-09,IDAHO,5
1533,2014-10,IDAHO,5
1534,2014-11,IDAHO,5
1535,2014-12,IDAHO,6
1536,2015-01,IDAHO,6
1537,2015-02,IDAHO,5
1538,2015-03,IDAHO,5
1539,2015-04,IDAHO,5
1540,2015-05,IDAHO,5
1541,2015-06,IDAHO,5
1542,2015-07,IDAHO,5
1543,2015-08,IDAHO,5
1544,2015-09,IDAHO,5
1545,2015-10,IDAHO,5
1546,2015-11,IDAHO,5
1547,2015-12,IDAHO,6
1548,2016-01,IDAHO,6
1549,2016-02,IDAHO,5
1550,2016-03,IDAHO,5
1551,2016-04,IDAHO,5
1552,2016-05,IDAHO,5
1553,2016-06,IDAHO,5
1554,2016-07,IDAHO,5
1555,2016-08,IDAHO,5
1556,2016-09,IDAHO,5
1557,2016-10,IDAHO,5
1558,2016-11,IDAHO,5
1559,2016-12,IDAHO,6
1560,2017-01,IDAHO,6
1561,2017-02,IDAHO,5
1562,2017-03,IDAHO,5
1563,2017-04,IDAHO,5
1564,2017-05,IDAHO,5
1565,2017-06,IDAHO,5
1566,2017-07,IDAHO,5
1567,2017-08,IDAHO,5
1568,2017-09,IDAHO,5
1569,2017-10,IDAHO,5
1570,2017-11,IDAHO,5
1571,2017-12,IDAHO,6
1572,2018-01,IDAHO,6
1573,2008-01,ILLINOIS,5868
1574,2008-02,ILLINOIS,5875
1575,2008-03,ILLINOIS,5904
1576,2008-04,ILLINOIS,5961
1577,2008-05,ILLINOIS,6010
1578,2008-06,ILLINOIS,6021
1579,2008-07,ILLINOIS,5968
